code,name,price_שוהם 91,price_per_pack_שוהם 91,promo_price_שוהם 91,price_רעננה 45,price_per_pack_רעננה 45,promo_price_רעננה 45,price_אופקים 47,price_per_pack_אופקים 47,promo_price_אופקים 47,price_לינקולן תל אביב 44,price_per_pack_לינקולן תל אביב 44,promo_price_לינקולן תל אביב 44,price_ברנע 41,price_per_pack_ברנע 41,promo_price_ברנע 41
7290121160285,מאסטר שף חרדל עם דבש (200 גרם),,,,,,,,,,13.90,13.9,,13.90,13.9,
7290121160889,פלמוליב סבון גוף ארומה לבנדר מארז זוג,,,,,,,,,,34.90,34.9,,,,
7290121162531,מאסטר שף דפי אורז מרובעים 400 גר`,,,,,,,,,,11.90,11.9,,,,
7290121162548,מאסטר שף תבשיל אישי טעם אסייתי חריף 60 ג,,,,,,,,,,6.40,6.4,,6.40,6.4,
7290121162555,מאסטר שף תבשיל אישי פיקנטי 60 גר`,,,,,,,,,,6.40,6.4,,6.40,6.4,
7290121163095,משחת שיניים מארז באטמן מברשת+משחה ,,,,,,,,,,15,15.0,,,,
7296058000199,פריכיות דקות תירס 100 גר`,,,,,,,,,,9.90,9.9,,,,
7296058000366,פריכיות דקות אורז ללא מלח 100 גר`,,,,,,,,,,9.90,9.9,,,,
7297488098152,קמח חומוס ללא גלוטן דגש 500 גרם,,,,,,,,,,17.90,17.9,,,,
7297488098176,קמח סויה 500  גר`ללא גלוטן,,,,,,,,,,11.90,11.9,,,,
7297488099951,מלוחה 5% טבעוני 250  גר`משומשו,,,,,,,,,,19.90,19.9,,19.90,19.9,
7394376621093,אוטלי משקה שיבולת שועל 1.5%,,,,,,,,,,15.90,15.9,,,,
7509546063461,ליידי ספיד סטיק קול יסמין כחול 150 מל,,,,,,,,,,16.90,16.9,,,,
7509546069678,ספיד סטיק קול בלו ספריי 150 מל,,,,,,,,,,16.90,16.9,,,,
7509546689623,קולגיט אופטיק וויט עם פחם פעיל 75 מל,,,,,,,,,,27.90,27.9,,27.90,27.9,
7610400010429,לינדור שוקולד לבן 100 גר`,,,,,,,,,,22.90,22.9,,,,
7613035809123,רוטב עגבניות עם פלפלים פרפקטו,,,,,,,,,,11.90,11.9,,11.90,11.9,
7613036984430,קפסולות קפה ורונה (10  יח) סטארבקס( 55 ג,,,,,,,,,,22.90,22.9,,22.90,22.9,
7613037204889,סטארבקס פולי קפה אספרסו 450גר,,,,,,,,,,39.90,39.9,,,,
7613287186843,קפסולות קפה סטארבקס ברקפטס בלנד,,,,,,,,,,22.90,22.9,,,,
7613287481894,טומי חרדל עדין שפורפרת 200 גר,,,,,,,,,,15.90,15.9,,,,
7622210637994,אוראו ביס קראנ`צי אורגינל 110 גר`,,,,,,,,,,12.90,12.9,,,,
7622210680969,טובלרון מסרונים שוקולד חלבי 360 גר`,,,,,,,,,,26.90,26.9,,,,
7622300270506,עוגיות מילקה גריינס שיבולת שועל,,,,,,,,,,16.90,16.9,13.90,16.90,16.9,13.90
7622400005190,שוקולד חלב ולבן מילקה (100 גרם),,,,,,,,,,9.90,9.9,15,,,
7702018578252,ג`ילט סכיני גילוח פיוז`ון סטארט רביעייה,,,,,,,,,,49.90,49.9,,49.90,49.9,
7804414001621,שיראז קאזה דה לואיג`י (750 מל),,,,,,,,,,35.90,35.9,,,,
7804414012344,יין סוביניון בלאן 750 מל דון חוליו,,,,,,,,,,33.90,33.9,,33.90,33.9,
8000215204554,משקה קוקוס ויטאריז 1 ליטר,,,,,,,,,,14.90,14.9,,,,
8000215204714,משקה שיבולת שועל אורגני פרימונה 1 ליטר,,,,,,,,,,15.60,15.6,,,,
8000215204745,משקה ש.שועל וניל אורגני 1 ליטר,,,,,,,,,,14.90,14.9,,,,
8000380156009,לואקר ורד הדולומיטים שוקולד חלב 150 גר`,,,,,,,,,,30.90,30.9,,,,
8000380157570,לואקר אגוז 262.5 גר,,,,,,,,,,15.90,15.9,,,,
8000380205400,קוארדטיני 250  גר`חמאת בוטנים,,,,,,,,,,19.90,19.9,,,,
8000500247167,בונבוניירה קולקשיון 249.5 גר`,,,,,,,,,,50.90,50.9,,50.90,50.9,
8000500374542,גרנד פררו רושה מריר 125 גר`,,,,,,,,,,19.90,19.9,,,,
8000500411278,קינדר שוקולד חלב עם שברי עוגיות,,,,,,,,,,16.90,16.9,,,,
8000798000925,מטאטא יהלום גב כסף,,,,,,,,,,22.70,22.7,,,,
8001090379337,חיתולי פמפרס פרימיום vp מידה 3 40 יח,,,,,,,,,,37.90,37.9,100,,,
8001160000888,משקה אנרגיה גוטרייד ספורט 500 מל תפוז,,,,,,,,,,11.50,11.5,,,,
8001620015612,פרוטה פירות טעם תפוז גזר לימון,,,,,,,,,,7.20,7.2,,,,
8001620015636,פרוטה מיקס פירות 400 מל,,,,,,,,,,7.20,7.2,,,,
8001620023242,סן בנדטו פרוטה 900 מל מנגו תפוח,,,,,,,,,,11.90,11.9,,,,
8001841131269,אריאל ג`ל כביסה פאוור בניחוח פרחים 2.5 ל,,,,,,,,,,29.90,29.9,,,,
8001841566771,לנור כדוריות הבושם יסמין (210 גר`),,,,,,,,,,29.90,29.9,,29.90,29.9,
8001841694429,מסכה לחות מוגברת 300 מל פנטן,,,,,,,,,,34.90,34.9,,,,
8002267002416,פולרטי-חטיפי  קרח 400 מל,,,,,,,,,,10.90,10.9,,10.90,10.9,
8002267011753,פולרטי-חטיפי  קרח קיץ שמח 400 מל,,,,,,,,,,10.90,10.9,,10.90,10.9,
8002270015649,מים סאן פלגרינו 250 מל,,,,,,,,,,6.50,6.5,,,,
8002270015656,מים מוגזים סן פלגרינו 750מל,,,,,,,,,,11.20,11.2,,11.20,11.2,
8002270046926,סאן פלגרינו אסנזה לימון פחית שישייות 33,,,,,,,,,,30.90,30.9,,,,
8002270056949,סאן פלגרינו אסנזה תפוז פחית שישייות 330,,,,,,,,,,30.90,30.9,,,,
8002270436581,סאן פלגרינו פלסטיק מוגז שישייות 500*6,,,,,,,,,,30.90,30.9,,,,
8002270846472,מים סאן פלגרינו 500 מל מוגז,,,,,,,,,,5,5.0,,,,
8002270866524,מים מינרלים מוגזים סאן פלגרינו (1 ליטר),,,,,,,,,,11.20,11.2,,,,
8002450006559,שרדונה קאזה דה לואיג`י (750 מל),,,,,,,,,,35.90,35.9,,,,
8004030103399,טונה בשמן זית רביעיות 80 גר` ריו מרה,,,,,,,,,,34.90,34.9,,,,
8004030180000,ריו מארה טונה בשמן זית שלישיות 80 גרם,,,,,,,,,,29.90,29.9,,,,
8004030381681,ריו מרה טונה בשמן זית 2*160 גר`,,,,,,,,,,35.90,35.9,,,,
8004690050507,פסטה איטלקית פטוצ`יני לה מוליסנה 500גר,,,,,,,,,,7.90,7.9,,7.90,7.9,
8004690051573,ספגטי 500 גרם לה מוליסנה,,,,,,,,,,7.90,7.9,,7.90,7.9,
8004690053195,פסטה ריגטוני 500 גרם לה מוליסנה,,,,,,,,,,7.90,7.9,,7.90,7.9,
8005110004674,קטשופ עגבניות 300 גר MUTTI,,,,,,,,,,14.90,14.9,,14.90,14.9,
8006540468142,טמפקס קומפאק מיני 28 יח`,,,,,,,,,,19.90,19.9,,,,
8006540544020,דאודורנט קליר ג`ל 70 מל artic lce,,,,,,,,,,16.90,16.9,,16.90,16.9,
8006540865828,לנור מרכך כביסה מרוכז בניחוח מאסק ופחים,,,,,,,,,,16.90,16.9,,,,
8006540951859,אריאל טבליות לכביסה שמירה על הבד 23 יחיד,,,,,,,,,,41.90,41.9,,,,
8008660210021,מעדן דובדבן מנז אנד גאסר (300 גרם),,,,,,,,,,17.90,17.9,,,,
