store_id,store_name,city,city_norm,proposed_canonical,match_layer,confidence
1,"11 - שלי ת""א- נורדאו",תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
2,"39 - שלי ת""א- ברזיל",תל אביב-יפו,תל אביב-יפו,תל אביב -יפו,L3,0.957
3,168 - שלי אשדוד- כינרת,אשדוד,אשדוד,אשדוד,L1,1.0
4,232 - שלי צפת- מ.מסחר רמת רזים,צפת,צפת,צפת,L1,1.0
5,326 - שלי נהריה- הגעתון,נהריה,נהריה,נהרייה,L3,0.909
6,343 - שלי ראש העין- ברקן,ראש העין,ראש העין,ראש העין,L1,1.0
7,173 - דיל כפר יונה,כפר יונה,כפר יונה,כפר יונה,L1,1.0
8,174 - דיל ערד- קניון,ערד,ערד,ערד,L1,1.0
9,180 - דיל ק.מוצקין- בן גוריון,קרית מוצקין,קריית מוצקין,קריית מוצקין,L1,1.0
10,181 - דיל אשקלון- רמז,אשקלון,אשקלון,אשקלון,L1,1.0
11,"184 - דיל ראשל""צ- זבוטינסקי",ראשון לציון,ראשון לציון,ראשון לציון,L1,1.0
12,188 - דיל ירוחם- צבי בורנשטיין,ירוחם,ירוחם,ירוחם,L1,1.0
13,214 - יוניברס קרית גת- מלכי ישראל,קרית גת,קריית גת,קריית גת,L1,1.0
14,218 - יוניברס עפולה- יצחק רבין,עפולה,עפולה,עפולה,L1,1.0
15,281 - דיל מגדל העמק- המדע,מגדל העמק,מגדל העמק,מגדל העמק,L1,1.0
16,176 - שערי רווחה ירושלים,ירושלים,ירושלים,ירושלים,L1,1.0
17,485 - BE אשדוד בלה,אשדוד,אשדוד,אשדוד,L1,1.0
18,295 - יש חסד בני ברק-שלמה המלך,בני ברק,בני ברק,בני ברק,L1,1.0
19,82 - אקספרס חולון,חולון,חולון,חולון,L1,1.0
20,127 - אקספרס טירת הכרמל,טירת הכרמל,טירת הכרמל,טירת כרמל,L3,0.947
21,147 - אקספרס זכרון,זכרון יעקב,זכרון יעקב,זכרון יעקב,L1,1.0
22,171 - אקספרס אוסטשינסקי,כפר סבא,כפר סבא,כפר סבא,L1,1.0
23,236 - אקספרס אילת שחמון,אילת,אילת,אילת,L1,1.0
24,277 - אקספרס.בני בנימין הרצליה,הרצליה,הרצליה,הרצלייה,L3,0.923
25,301 - אקספרס אחי מאיר,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
26,303 - אקספרס טבעון - יהודה הנשיא,קרית טבעון,קריית טבעון,קריית טבעון,L1,1.0
27,317 - אקספרס גבעת עדה,גבעת עדה,גבעת עדה,,NULL,0.0
28,338 - אקספרס כוכב הצפון,"ת""א",תל אביב-יפו,תל אביב -יפו,L3,0.957
29,388 - אקספרס דניה,חיפה,חיפה,חיפה,L1,1.0
30,478 - אקספרס גדרה,גדרה,גדרה,גדרה,L1,1.0
31,579 - אקספרס סביון,סביון,סביון,סביון,L1,1.0
32,599 - אקספרס ההסתדרות,גבעתיים,גבעתיים,גבעתיים,L1,1.0
33,757 - אקספרס קריית אונו,קריית אונו,קריית אונו,קריית אונו,L1,1.0
34,845 - אקספרס נחשון כפר סבא,כפר סבא,כפר סבא,כפר סבא,L1,1.0
35,134 - יוניברס מודיעין- ישפרו סנטר,מודיעין,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,L1,1.0
36,195 - יוניברס קריון- דרך עכו,קרית ביאליק,קריית ביאליק,קריית ביאליק,L1,1.0
37,"15 - יש פ""ת- רוטשילד",פתח-תקוה,פתח-תקוה,,NULL,0.0
38,413 - שופרסל ONLINE,אונליין,אונליין,,NULL,0.0
39,357 - דיל צורן קדימה- לב השרון,צורן,צורן,,NULL,0.0
40,199 - דיל בת ים- בלפור,בת ים,בת ים,בת ים,L1,1.0
41,615 - BE כפר סבא,כפר סבא,כפר סבא,כפר סבא,L1,1.0
42,499 - יש חסד עפולה עילית,עפולה,עפולה,עפולה,L1,1.0
43,752 - אקספרס כפר סבא דוכיפת,כפר סבא,כפר סבא,כפר סבא,L1,1.0
44,750 - גוד מרקט שירת הים,ירושלים,ירושלים,ירושלים,L1,1.0
45,"1 - שלי ת""א- בן יהודה",תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
46,2 - שלי ירושלים- אגרון,ירושלים,ירושלים,ירושלים,L1,1.0
47,3 - שלי גבעתיים- סירקין,גבעתיים,גבעתיים,גבעתיים,L1,1.0
48,4 - שלי חיפה- כרמל,חיפה,חיפה,חיפה,L1,1.0
49,5 - שלי ירושלים- יובל,ירושלים,ירושלים,ירושלים,L1,1.0
50,"7 - שלי ת""א- ארלוזורוב",תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
51,9 - שלי נתניה- ויצמן,נתניה,נתניה,נתניה,L1,1.0
52,17 - שלי חיפה- חורב,חיפה,חיפה,חיפה,L1,1.0
53,19 - שלי חיפה- זיו,חיפה,חיפה,חיפה,L1,1.0
54,20 - שלי רחובות- הרצל,רחובות,רחובות,רחובות,L1,1.0
55,22 - שלי נתניה- סמילנסקי,נתניה,נתניה,נתניה,L1,1.0
56,23 - שלי מיתר,מיתר,מיתר,מיתר,L1,1.0
57,24 - שלי אשדוד- הנביאים,אשדוד,אשדוד,אשדוד,L1,1.0
58,27 - שלי רעננה- אחוזה,רעננה,רעננה,רעננה,L1,1.0
59,"28 - שלי ת""א- צה""ל",תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
60,30 - שלי רמת גן- קריניצי,רמת גן,רמת גן,רמת גן,L1,1.0
61,32 - שלי רמת גן- קסם,רמת-גן,רמת גן,רמת גן,L1,1.0
62,33 - שלי חיפה- סטלה,חיפה,חיפה,חיפה,L1,1.0
63,34 - שלי רמת השרון- סוקולוב,רמת-השרון,רמת-השרון,רמת השרון,L3,0.889
64,"36 - שלי כ""ס- רוטשילד",כפר-סבא,כפר סבא,כפר סבא,L1,1.0
65,38 - שלי חיפה- דניה,חיפה,חיפה,חיפה,L1,1.0
66,"40 - שלי ב""ש- עומר",עומר,עומר,עומר,L1,1.0
67,42 - שלי ירושלים- ניות,ירושלים,ירושלים,ירושלים,L1,1.0
68,43 - שלי הוד השרון- הבנים,הוד השרון,הוד השרון,הוד השרון,L1,1.0
69,50 - שלי מבשרת ציון,מבשרת ציון,מבשרת ציון,מבשרת ציון,L1,1.0
70,57 - שלי רמת השרון- אוסישקין,רמת השרון,רמת השרון,רמת השרון,L1,1.0
71,"69 - שלי ת""א- רמת אביב ב",תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
72,70 - שלי רמת גן- מרום נווה,רמת-גן,רמת גן,רמת גן,L1,1.0
73,72 - שלי רעות,רעות,רעות,,NULL,0.0
74,"80 - שלי ראשל""צ- נווה הדרים",ראשון לציון,ראשון לציון,ראשון לציון,L1,1.0
75,93 - שלי יהוד- סביונים,יהוד,יהוד,,NULL,0.0
76,101 - שלי הוד השרון- ק מרגלית,הוד השרון,הוד השרון,הוד השרון,L1,1.0
77,102 - שלי פרדסיה- הנשיא,פרדסיה,פרדסיה,פרדסייה,L3,0.923
78,103 - שלי שוהם- מרכז מסחרי,שוהם,שוהם,שוהם,L1,1.0
79,"104 - שלי פ""ת- גדמכנס",פתח תקווה,פתח תקווה,פתח תקווה,L1,1.0
80,109 - שלי ראש העין- ז'בוטינסקי,ראש העין,ראש העין,ראש העין,L1,1.0
81,116 - שלי גבעתיים- מכתש,גבעתיים,גבעתיים,גבעתיים,L1,1.0
82,117 - שלי תל אביב-איכילוב,"ת""א",תל אביב-יפו,תל אביב -יפו,L3,0.957
83,164 - שלי רמת גן- ביאליק,רמת גן,רמת גן,רמת גן,L1,1.0
84,"193 - שלי ראשל""צ- מזרח",ראשון לציון,ראשון לציון,ראשון לציון,L1,1.0
85,212 - שליחיפה- ורדיה,חיפה,חיפה,חיפה,L1,1.0
86,216 - שלי הוד השרון,הוד השרון,הוד השרון,הוד השרון,L1,1.0
87,228 - שלי בנימינה - הגביע,בנימינה,בנימינה,,NULL,0.0
88,"230 - שלי כ""ס- ויצמן",כפר סבא,כפר סבא,כפר סבא,L1,1.0
89,247 - שלי חולון- רבינוביץ,חולון,חולון,חולון,L1,1.0
90,262 - שלימזכרת בתיה- בגין,מזכרת בתיה,מזכרת בתיה,מזכרת בתיה,L1,1.0
91,266 - שלי רזין אילת,אילת,אילת,אילת,L1,1.0
92,271 - שלי רחובות- יעקובי,רחובות,רחובות,רחובות,L1,1.0
93,272 - שלי גבעתיים- ויצמן,גבעתיים,גבעתיים,גבעתיים,L1,1.0
94,"278 - שלי פ""ת -העצמאות",פתח תקוה,פתח תקוה,פתח תקווה,L3,0.941
95,284 - שלי תל מונד- הדקל,תל מונד,תל מונד,תל מונד,L1,1.0
96,287 - שלי גבעתיים-שביט,גבעתיים,גבעתיים,גבעתיים,L1,1.0
97,302 - שלי חיפה- קלר,חיפה,חיפה,חיפה,L1,1.0
98,308 - שלי קרית אתא- איינשטין,קרית אתא,קריית אתא,קריית אתא,L1,1.0
99,310 - שלי קרית חיים- דגניה,קרית חיים,קריית ביאליק,קריית ביאליק,L1,1.0
100,"313 - שלי קרית חיים-אח""י אילת",קרית חיים,קריית ביאליק,קריית ביאליק,L1,1.0
101,316 - דיל קרית מוצקין-שד ויצמן,קרית מוצקין,קריית מוצקין,קריית מוצקין,L1,1.0
102,319 - שלי עכו- שפירא,עכו,עכו,עכו,L1,1.0
103,330 - שלי חיפה- נתיב חן,חיפה,חיפה,חיפה,L1,1.0
104,333 - שלי חיפה- אורן,חיפה,חיפה,חיפה,L1,1.0
105,336 - שלי חיפה- רמות ספיר,חיפה,חיפה,חיפה,L1,1.0
106,365 - שלי פרדס חנה כרכור- קדמה,כרכור,כרכור,,NULL,0.0
107,366 - שלי כפר ורדים- מרכז מסחר,כפרורדים,כפרורדים,כפר ורדים,L3,0.941
108,369 - שלי שוהם- תרשיש,שוהם,שוהם,שוהם,L1,1.0
109,371 - שלי ברניצקי,ראשון לציון,ראשון לציון,ראשון לציון,L1,1.0
110,374 - שלי הרצליה- הבנים,הרצליה,הרצליה,הרצלייה,L3,0.923
111,756 - שלי באר יעקב,באר יעקב,באר יעקב,באר יעקב,L1,1.0
112,760 - שלי ראש העין,ראש העין,ראש העין,ראש העין,L1,1.0
113,13 - יוניברס בית שמש- העליה,בית-שמש,בית שמש,בית שמש,L1,1.0
114,14 - דיל ברנע אשקלון,אשקלון,אשקלון,אשקלון,L1,1.0
115,18 - דיל חולון-קרן היסוד,חולון,חולון,חולון,L1,1.0
116,35 - יוניברס באר שבע וולפסון,באר שבע,באר שבע,באר שבע,L1,1.0
117,45 - דיל ירושלים- תלפיות,ירושלים,ירושלים,ירושלים,L1,1.0
118,"49 - דיל ב""ש- הר בוקר",באר שבע,באר שבע,באר שבע,L1,1.0
119,"65 - דיל ב""ש- צ'ורלי",באר-שבע,באר שבע,באר שבע,L1,1.0
120,68 - דיל כורדני,קריית מוצקין,קריית מוצקין,קריית מוצקין,L1,1.0
121,76 - דיל אריאל,אריאל,אריאל,אריאל,L1,1.0
122,77 - דיל  חריש,חריש,חריש,חריש,L1,1.0
123,"83 - דיל ב""ש- שאול המלך",באר-שבע,באר שבע,באר שבע,L1,1.0
124,87 - דיל רעננה- החרושת,רעננה,רעננה,רעננה,L1,1.0
125,89 - דיל עזריאלי - רמלה,רמלה,רמלה,רמלה,L1,1.0
126,91 - יוניברס עמק חפר- אזור תעשיה,חדרה,חדרה,חדרה,L1,1.0
127,92 - דיל אשדוד- שבט לוי,אשדוד,אשדוד,אשדוד,L1,1.0
128,95 - דיל חדרה- קניון אורות,אור עקיבא,אור עקיבא,אור עקיבא,L1,1.0
129,96 - דיל חדרה- הפרדס,חדרה,חדרה,חדרה,L1,1.0
130,97 - דיל קרית שמונה- מתחם ביג,קרית שמונה,קריית שמונה,קריית שמונה,L1,1.0
131,98 - דיל קרית טבעון- אלונים,טבעון,טבעון,,NULL,0.0
132,"105 - דיל פ""ת- אליעזרפרדימן",פתח תקוה,פתח תקוה,פתח תקווה,L3,0.941
133,"110 - דיל הפארק ב""ש",באר שבע,באר שבע,באר שבע,L1,1.0
134,"113 - דיל ראשל""צ- גולדה מאיר","ראשל""צ","ראשל""צ",,NULL,0.0
135,114 - דיל ירושלים- גילה,ירושלים,ירושלים,ירושלים,L1,1.0
136,118 - דיל אילת  הסתת,אילת,אילת,אילת,L1,1.0
137,119 - דיל מודיעין- סנטר,מודיעין,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,L1,1.0
138,121 - יוניברס נהריה- לוחמי הגטאות,נהריה,נהריה,נהרייה,L3,0.909
139,122 - דיל יבנה- ברוש דרך הים,יבנה,יבנה,יבנה,L1,1.0
140,123 - דיל חולון- גולדה,חולון,חולון,חולון,L1,1.0
141,124 - יוניברס בת ים- אורט ישראל,בת-ים,בת ים,בת ים,L1,1.0
142,128 - יוניברס טירת הכרמל- נחום חת,טירת הכרמל,טירת הכרמל,טירת כרמל,L3,0.947
143,129 - יוניברס נתניה- המלאכה,נתניה,נתניה,נתניה,L1,1.0
144,130 - דיל נתניה- קלאוזנר עמליה,נתניה,נתניה,נתניה,L1,1.0
145,139 - דיל צפת-  דובק ויצמן,צפת,צפת,צפת,L1,1.0
146,141 - דיל יוקנעם- שדרות רבין,יקנעם,יקנעם עילית,יקנעם עילית,L1,1.0
147,142 - דיל זכרון- המייסדים,זכרון יעקב,זכרון יעקב,זכרון יעקב,L1,1.0
148,144 - דיל שבירו כפר סבא,כפר סבא,כפר סבא,כפר סבא,L1,1.0
149,151 - דיל רעננה- קניון רננים,רעננה,רעננה,רעננה,L1,1.0
150,152 - דיל ערד- ישפרו המנוף,ערד,ערד,ערד,L1,1.0
151,153 - דיל אופקים- ז'בוטינסקי,אופקים,אופקים,אופקים,L1,1.0
152,155 - דיל צור יגאל- מרכז מסחרי,צור יגאל,צור יגאל,צוריאל,L3,0.857
153,159 - דיל רמת הנשיא חיפה,חיפה,חיפה,חיפה,L1,1.0
154,163 - דיל שדרות- הפלדה,שדרות,שדרות,שדרות,L1,1.0
155,166 - יוניברס אקסטרה  אשדוד- הבושם,אשדוד,אשדוד,אשדוד,L1,1.0
156,177 - דיל מצפה רמון- בן גוריון,מצפה-רמון,מצפה-רמון,מצפה רמון,L3,0.889
157,182 - יוניברס דימונה- גולדה מאיר,דימונה,דימונה,דימונה,L1,1.0
158,183 - דילאשדוד- הרצל,אשדוד,אשדוד,אשדוד,L1,1.0
159,187 - דיל קניון מעלה אדומים,מעלה אדומים,מעלה אדומים,מעלה אדומים,L1,1.0
160,189 - דיל פרדס חנה,פרדס חנה,פרדס חנה,,NULL,0.0
161,190 - דיל חצור- הגלילית,חצור-הגלילית,חצור-הגלילית,חצור הגלילית,L3,0.917
162,203 - יוניברס רמלה לוד- הצופית,רמלה,רמלה,רמלה,L1,1.0
163,205 - יוניברס יהוד- אלטלף,יהוד,יהוד,,NULL,0.0
164,208 - דיל אילת נחל אורה,אילת,אילת,אילת,L1,1.0
165,209 - דיל אשקלון- רוטשילד,אשקלון,אשקלון,אשקלון,L1,1.0
166,211 - יוניברס כרמיאל- אזור התעשיה,כרמיאל,כרמיאל,כרמיאל,L1,1.0
167,215 - דיל בית שאן-ירושלים הבירה,בית שאן,בית שאן,בית שאן,L1,1.0
168,"222 - דיל רמות ב""ש ב'",באר שבע,באר שבע,באר שבע,L1,1.0
169,226 - דיל כרמיאל,כרמיאל,כרמיאל,כרמיאל,L1,1.0
170,227 - דיל-איקאה קרית אתא,קרית אתא,קריית אתא,קריית אתא,L1,1.0
171,"229 - דיל ת""א- יגאל אלון",תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
172,238 - דיל באר יעקב,באר יעקב,באר יעקב,באר יעקב,L1,1.0
173,240 - דיל רהט,רהט,רהט,רהט,L1,1.0
174,241 - יוניברס בני ברק איילון,בני ברק,בני ברק,בני ברק,L1,1.0
175,244 - יוניברס גלילות רמת השרון,רמת השרון,רמת השרון,רמת השרון,L1,1.0
176,245 - דיל ירושלים- פסגת זאב,ירושלים,ירושלים,ירושלים,L1,1.0
177,"248 - דיל ב""ש- נווה מנחם",באר שבע,באר שבע,באר שבע,L1,1.0
178,249 - דיל נתניה- פולג,נתניה,נתניה,נתניה,L1,1.0
179,250 - קריית שמונה,,,,NULL,0.0
180,251 - יוניברס עפולה- כורש,עפולה,עפולה,עפולה,L1,1.0
181,254 - דיל כרמי גת,קרית גת,קריית גת,קריית גת,L1,1.0
182,255 - דיל כפר תבור,כפר תבור,כפר תבור,כפר תבור,L1,1.0
183,"259 - יוניברס גזית כ""ס- ויצמן",כפר סבא,כפר סבא,כפר סבא,L1,1.0
184,260 - דיל ירושלים-קניון תלפיות,ירושלים,ירושלים,ירושלים,L1,1.0
185,267 - דיל קצרין- חרמון,קצרין,קצרין,קצרין,L1,1.0
186,282 - דיל צומת גבעת מרדכי,ירושלים,ירושלים,ירושלים,L1,1.0
187,"283 - יוניברס קרית עקרון- ביל""ו",רחובות,רחובות,רחובות,L1,1.0
188,"290 - דיל  פ""ת- יכין סנטר",פתח-תקווה,פתח תקווה,פתח תקווה,L1,1.0
189,312 - דיל חיפה- קרית אליעזר,חיפה,חיפה,חיפה,L1,1.0
190,320 - דיל האגס,אשדוד,אשדוד,אשדוד,L1,1.0
191,339 - דיל טבריה- העמקים,טבריה,טבריה,טבריה,L1,1.0
192,342 - דיל כרמיאל-קניון לב,כרמיאל,כרמיאל,כרמיאל,L1,1.0
193,344 - דיל מעלות- דרך האלוף עוז,מעלות,מעלות,,NULL,0.0
194,350 - דיל גבעת אולגה-הרב ניסים,גבעת אולגה,גבעת אולגה,חדרה,L3,0.889
195,359 - דיל חיפה- גרנד קניון,חיפה,חיפה,חיפה,L1,1.0
196,361 - דיל מגדל העמק- א ת דרומי,מגדל העמק,מגדל העמק,מגדל העמק,L1,1.0
197,396 - דיל הקדר נתניה,נתניה,נתניה,נתניה,L1,1.0
198,678 - BE עפולה,עפולה,עפולה,עפולה,L1,1.0
199,790 - דיל רמלה,רמלה,רמלה,רמלה,L1,1.0
200,854 - דיל גבעת אלונים,קריית אתא,קריית אתא,קריית אתא,L1,1.0
201,448 - שערי רווחה,ירושלים,ירושלים,ירושלים,L1,1.0
202,26 - BE בלוך גבעתיים,גבעתיים,גבעתיים,גבעתיים,L1,1.0
203,41 - BE דיזנגוף סנטר,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
204,112 - BE קרית מוצקין,קריית מוצקין,קריית מוצקין,קריית מוצקין,L1,1.0
205,145 - BE נתיבות,,,,NULL,0.0
206,172 - BE באר יעקב,באר יעקב,באר יעקב,באר יעקב,L1,1.0
207,178 - BE סגולה פתח תקווה,פתח תקווה,פתח תקווה,פתח תקווה,L1,1.0
208,198 - Be פארם יהלום נתניה,נתניה,נתניה,נתניה,L1,1.0
209,201 - BE בריגה,נתניה,נתניה,נתניה,L1,1.0
210,233 - BE באר שבע,באר שבע,באר שבע,באר שבע,L1,1.0
211,242 - BE ויוה חדרה,חדרה,חדרה,חדרה,L1,1.0
212,252 - BE עין שמר,עין שמר,עין שמר,עין שמר,L1,1.0
213,256 - BE נס ציונה,נס ציונה,נס ציונה,נס ציונה,L1,1.0
214,270 - BE חולון הפלד,חולון,חולון,חולון,L1,1.0
215,298 -  BE אמות באר שבע,באר שבע,באר שבע,באר שבע,L1,1.0
216,322 - גן העיר תל אביב,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
217,345 - BE מידטאון,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
218,352 - Be טייבה,טייבה,טייבה,טייבה,L1,1.0
219,392 - BE שילת,שילת,שילת,שילת,L1,1.0
220,437 - BE אייס מול אילת,אילת,אילת,אילת,L1,1.0
221,476 - BE הוד השרון כיכר המושבה,הוד השרון,הוד השרון,הוד השרון,L1,1.0
222,482 - BE רמלה נווה דורון,רמלה,רמלה,רמלה,L1,1.0
223,507 - Be פארם נאות שמיר,יבנה,יבנה,יבנה,L1,1.0
224,518 - Be כפר קרע,כפר קרע,כפר קרע,כפר קרע,L1,1.0
225,601 - BE פרדס חנה,פרדס חנה,פרדס חנה,,NULL,0.0
226,602 - BE (פ.י) אשקלון מרינה,אשקלון,אשקלון,אשקלון,L1,1.0
227,613 - BE נהריה,נהריה,נהריה,נהרייה,L3,0.909
228,614 - BE נתניה,נתניה,נתניה,נתניה,L1,1.0
229,617 - BE נצרת,נצרת,נצרת,נצרת,L1,1.0
230,618 - BE ראשון לציון,ראשון לציון,ראשון לציון,ראשון לציון,L1,1.0
231,620 - BE מלכת שבא אילת,אילת,אילת,אילת,L1,1.0
232,621 - BE סינמה סיטי נתניה,נתניה,נתניה,נתניה,L1,1.0
233,623 - BE סביונים,יהוד,יהוד,,NULL,0.0
234,631 - סניף וולפסון,חולון,חולון,חולון,L1,1.0
235,633 - BE נשר תל-חנן,נשר,נשר,נשר,L1,1.0
236,634 - BE בת ים,בת ים,בת ים,בת ים,L1,1.0
237,635 - BE 16 ראש-פינה,ראש-פינה,ראש-פינה,ראש פינה,L3,0.875
238,637 - BE רעננה,רעננה,רעננה,רעננה,L1,1.0
239,638 - BE   משמר השרון,משמר השרון,משמר השרון,משמר השרון,L1,1.0
240,639 - BE אריאל,אריאל,אריאל,אריאל,L1,1.0
241,640 - BE דלית אל כרמל,דלית אל כרמל,דלית אל כרמל,דאלית אל-כרמל,L3,0.88
242,641 - BE גבעתיים,גבעתיים,גבעתיים,גבעתיים,L1,1.0
243,642 - BE אלונים- טבעון,קרית טבעון,קריית טבעון,קריית טבעון,L1,1.0
244,643 - BE פתח תקוה,פתח תקוה,פתח תקוה,פתח תקווה,L3,0.941
245,645 - BE גבעת שמואל,גבעת שמואל,גבעת שמואל,גבעת שמואל,L1,1.0
246,648 - BE מאיר-כפר סבא,כפר סבא,כפר סבא,כפר סבא,L1,1.0
247,649 - BE עכו,עכו,עכו,עכו,L1,1.0
248,650 - BE חיפה,חיפה,חיפה,חיפה,L1,1.0
249,651 - BE דרורים,בני דרור,בני דרור,בני דרור,L1,1.0
250,652 - BE מודיעין,מודיעין,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,L1,1.0
251,653 - BE בני-ברק,בני-ברק,בני ברק,בני ברק,L1,1.0
252,654 - BE אם המושבות,פתח תקווה,פתח תקווה,פתח תקווה,L1,1.0
253,655 - BE רחובות מזרח,רחובות,רחובות,רחובות,L1,1.0
254,656 - סניף בן יהודה,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
255,657 - Be קריית שמונה,קרית שמונה,קריית שמונה,קריית שמונה,L1,1.0
256,658 - BE קריית אתא,קריית אתא,קריית אתא,קריית אתא,L1,1.0
257,659 - BE  הדר,חיפה,חיפה,חיפה,L1,1.0
258,660 - סניף רמת השרון,רמת השרון,רמת השרון,רמת השרון,L1,1.0
259,662 - BE בית חולים אשדוד,אשדוד,אשדוד,אשדוד,L1,1.0
260,664 - BE בית חולים שערי צדק ירושלים,ירושלים,ירושלים,ירושלים,L1,1.0
261,665 - BE חשמונאים,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
262,667 - BE מדיקל הלל יפה חדרה,חדרה,חדרה,חדרה,L1,1.0
263,668 - BE קריית השרון נתניה,נתניה,נתניה,נתניה,L1,1.0
264,670 - BE (פ.י) איכילוב,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
265,672 - סניף אשדוד סיטי,אשדוד,אשדוד,אשדוד,L1,1.0
266,673 - BE 59 פנורמה חיפה,חיפה,חיפה,חיפה,L1,1.0
267,674 - BE  תל ברוך,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
268,675 - BE 61 שרונים,הוד השרון,הוד השרון,הוד השרון,L1,1.0
269,676 - BE יוקנעם,יוקנעם,יוקנעם,,NULL,0.0
270,677 - BE הרצליה,הרצליה,הרצליה,הרצלייה,L3,0.923
271,679 - BE כרכור מדיקל,כרכור,כרכור,,NULL,0.0
272,681 - BE שהם,שוהם,שוהם,שוהם,L1,1.0
273,682 - BE כפר סבא צפון,כפר סבא צפון,כפר סבא צפון,,NULL,0.0
274,684 - Be  שדרות,שדרות,שדרות,שדרות,L1,1.0
275,685 - BE  אזורי חן,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
276,"688 - BE  מדיקל-בלינסון פ""ת",פתח תקווה,פתח תקווה,פתח תקווה,L1,1.0
277,691 - Be (פ.י) אשדוד מדיקל,אשדוד,אשדוד,אשדוד,L1,1.0
278,695 - BE  אסותא רמת החייל,תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
279,696 - BE מדיקל-אלעד,אלעד,אלעד,אלעד,L1,1.0
280,697 - BE  ירכא,ירכא,ירכא,ירכא,L1,1.0
281,698 - BE כרמיאל,כרמיאל,כרמיאל,כרמיאל,L1,1.0
282,712 - BE עין הים חדרה,גבעת אולגה,גבעת אולגה,חדרה,L3,0.889
283,713 - BE אור ים,אור עקיבא,אור עקיבא,אור עקיבא,L1,1.0
284,714 - Be סכנין,סכנין,סכנין,,NULL,0.0
285,715 - BE אגמים,אשקלון,אשקלון,אשקלון,L1,1.0
286,716 - Be mall 7  באר שבע,באר שבע,באר שבע,באר שבע,L1,1.0
287,748 - BE שבעת הכוכבים אילת,אילת,אילת,אילת,L1,1.0
288,762 - BE אוסישקין,,,,NULL,0.0
289,763 - BE שפרעם,שפרעם,שפרעם,שפרעם,L1,1.0
290,764 - BE סטאר אשדוד,אשדוד,אשדוד,אשדוד,L1,1.0
291,776 - BE טירה,טירה,טירה,טירה,L1,1.0
292,779 - אקספרס יבנה,יבנה,יבנה,יבנה,L1,1.0
293,"781 - BE פרישמן ת""א",תל אביב,תל אביב-יפו,תל אביב -יפו,L3,0.957
294,782 - BE ראשון לציון,ראשון לציון,ראשון לציון,ראשון לציון,L1,1.0
295,783 - BE מודיעין,מודיעין,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,L1,1.0
296,784 - BE כפר גנים,פתח תקווה,פתח תקווה,פתח תקווה,L1,1.0
297,785 - BE מעלה אדומים,מעלה אדומים,מעלה אדומים,מעלה אדומים,L1,1.0
298,787 - BE אריאל,,,,NULL,0.0
299,788 - BE אפרת,,,,NULL,0.0
300,62 - יש חסד רכסים,רכסים,רכסים,רכסים,L1,1.0
301,73 - יש חסד אשדוד,אשדוד,אשדוד,אשדוד,L1,1.0
302,81 - יש חסד מודיעין עלית דרום,מודיעין עילית,מודיעין עילית,מודיעין עילית,L1,1.0
303,111 - יש חסד טבריה עלית-לב האג,טבריה,טבריה,טבריה,L1,1.0
304,"133 - יש חסד ביתר עילית-  הר""ן",ביתר עילית,ביתר עילית,ביתר עילית,L1,1.0
305,219 - יש חסד בני ברק- עזרא,בני ברק,בני ברק,בני ברק,L1,1.0
306,234 - יש חסד רסידו,בית-שמש,בית שמש,בית שמש,L1,1.0
307,300 - יש חסד בארות יצחק- פאוור,בארות יצחק,בארות יצחק,בארות יצחק,L1,1.0
308,349 - יש חסד צפת- כנען,צפת,צפת,צפת,L1,1.0
309,364 - יש חסד בית וגן,ירושלים,ירושלים,ירושלים,L1,1.0
310,496 - יש חסד כנפי נשרים,ירושלים,ירושלים,ירושלים,L1,1.0
311,593 - יש חסד באר טוביה,באר טוביה,באר טוביה,באר טוביה,L1,1.0
312,606 - יש חסד בית שמש- מ. מסחרי,בית שמש,בית שמש,בית שמש,L1,1.0
313,607 - יש חסד מודיעין עלי-ק.ספר,קרית ספר,קריית ספר,,NULL,0.0
314,608 - יש חסד ירושלים-קרית שאול,ירושלים,ירושלים,ירושלים,L1,1.0
315,609 - יש חסד אלעד-ניסים גאון,אלעד,אלעד,אלעד,L1,1.0
